50	2.449595	-1.562629	-2.130631	1
51	-0.063283	2.913903	-1.547668	1
52	1.032813	1.569718	-1.574175	1
53	1.369298	-0.793301	0.793835	1
54	0.801178	0.214648	-2.458261	1
55	2.011815	-1.075320	-1.880889	1
56	-2.755349	0.545358	1.065386	1
57	-2.900473	0.072558	-1.641025	1
58	0.871037	-1.953801	1.145626	1
59	-0.679588	2.620380	-2.174874	1
60	-0.953602	-2.319159	2.548162	1
61	2.264036	-1.452350	0.959904	1
62	1.903333	0.331205	0.177903	1
63	-1.548886	-2.441383	2.383295	1
64	2.402508	0.798609	-0.965821	1
65	-0.904743	1.355734	2.382662	1
66	2.322519	1.679253	0.852190	1
67	-2.495160	-2.030228	2.391325	1
68	0.638574	-2.944818	-2.391171	1
69	0.981011	-2.969630	-2.035152	1
70	0.292403	1.151371	0.911768	1
71	-1.654384	1.273075	-1.576505	1
72	-1.047602	1.478948	0.897797	1
73	2.095340	0.945677	0.409852	1
74	-2.437951	-0.793705	-1.408786	1
75	-1.536062	2.838063	-0.641414	1
76	2.352279	0.786832	1.768868	1
77	0.015823	0.461423	-0.044894	1
78	-1.828542	1.334713	-1.315366	1
79	-2.854104	0.872834	-1.937336	1
80	2.642752	2.723571	2.489186	1
81	-0.779048	-2.907260	2.569911	1
82	-0.430895	2.799929	2.781720	1
83	2.118057	-1.233307	-0.689414	1
84	2.106820	-1.098468	-1.983044	1
85	0.340808	2.616929	1.176179	1
86	0.420367	-2.416941	0.690043	1
87	2.940323	-2.159496	0.109978	1
88	2.264238	1.444612	1.182094	1
89	1.214905	-0.843053	-1.238449	1
90	1.856167	1.860680	2.202434	1
91	2.479443	0.068054	0.009098	1
92	1.789771	0.899784	1.211801	1
93	1.774756	2.340032	-0.972029	1
94	-0.746502	-2.436108	0.469681	1
95	-2.784346	-0.206412	0.255868	1
96	-1.280752	0.545000	-2.816999	1
97	-2.775911	1.935603	-0.838856	1
98	-2.237637	0.133460	1.619961	1
99	-1.705074	0.737343	-2.487915	1
100	-2.689910	0.188128	0.243811	1
101	0.824579	1.356548	2.855112	1
102	0.097802	-1.062261	1.771117	1
103	-1.375006	-0.366171	-2.529262	1
104	-2.847896	2.775890	2.015881	1
105	1.175845	-0.546282	-1.960234	1
106	-2.061378	-1.498543	0.295360	1
107	1.287576	0.961184	-1.320397	1
108	2.729192	1.427382	0.326124	1
109	0.670324	-0.482400	-1.513614	1
110	-0.864164	1.547077	-2.913639	1
111	-2.303564	-2.723984	-2.755627	1
112	2.132764	1.221947	-0.154957	1
113	-2.412995	-0.050305	-0.159169	1
114	-1.960789	-0.396890	-0.608972	1
115	0.695101	0.810562	-2.728176	1
116	-0.752324	0.755159	0.018818	1
117	2.138939	0.952162	-2.022393	1
118	-2.576588	0.854516	-2.840932	1
119	0.514653	2.641381	0.452845	1
120	-0.670980	0.859729	-0.250483	1
121	0.273701	2.648789	-0.683384	1
122	2.767143	2.432104	-1.825253	1
123	-2.583832	-2.395332	-2.890669	1
124	-2.433342	1.098041	-2.572868	1
125	-1.086146	2.069252	-2.860368	1
126	1.886811	-1.308871	-2.291011	1
127	1.180423	0.773657	2.264832	1
128	1.410426	1.820886	-1.307793	1
129	-1.935363	1.503689	1.841008	1
130	2.943031	-0.524294	-0.767891	1
131	1.658478	-0.955179	2.584544	1
132	2.150477	-0.426036	1.505226	1
133	1.527257	-2.381257	2.415317	1
134	0.031514	1.958745	-1.079702	1
135	2.373139	-0.664790	-2.934974	1
136	2.432292	-2.452280	-1.084118	1
137	2.700372	2.703643	0.440627	1
138	0.791023	-0.309327	-1.240735	1
139	-1.028013	1.035111	1.514247	1
140	1.749474	1.737709	-2.452763	1
141	-0.033478	-2.654647	0.297173	1
142	-0.350817	2.326225	-0.894510	1
143	-2.297598	-2.142050	1.569064	1
144	0.709308	-2.393264	-2.495359	1
145	1.205815	-2.563422	1.931160	1
146	1.237453	-2.511907	-2.490974	1
147	2.919837	-0.754375	-0.776147	1
148	1.876797	2.683491	2.916006	1
149	1.520269	-0.742442	-2.498996	1
150	1.662881	0.350425	-0.454668	1
151	2.438126	-2.332815	-0.044249	1
152	-2.931878	-0.188036	-2.662180	1
153	-2.287093	-2.294843	0.895262	1
154	1.476269	0.500213	2.773035	1
155	-0.750777	-1.285727	2.211595	1
156	-1.658425	2.779335	-2.927073	1
157	2.819273	-2.741041	2.346859	1
158	0.166207	2.957789	-2.557221	1
159	0.323126	2.815815	0.138587	1
160	0.776392	1.174492	-0.272754	1
161	0.765348	0.505886	2.406948	1
162	-2.727322	-1.314221	2.702469	1
163	2.341583	-0.266059	0.720796	1
164	-1.335713	-1.871273	-0.217810	1
165	-0.879887	0.501937	-2.533592	1
166	2.846369	2.917264	1.188970	1
167	0.216578	-1.142834	1.882770	1
168	1.108387	-2.024298	2.465563	1
169	1.935223	2.698799	1.354317	1
170	0.680491	-0.490542	2.596371	1
171	2.196383	-2.728688	-2.841798	1
172	-0.741220	1.863320	2.923657	1
173	-2.097499	0.564784	-0.714655	1
174	2.819486	2.052714	2.029972	1
175	-0.187841	-0.511083	-1.359558	1
176	-2.661747	2.188334	1.877406	1
177	2.998306	2.979821	0.332590	1
178	1.613924	2.668594	2.097884	1
179	-1.515911	-0.296735	-2.225044	1
180	2.724306	0.637048	-1.628143	1
181	1.030204	0.708769	-0.851024	1
182	-2.318654	1.029439	0.121846	1
183	1.633910	0.120981	2.113089	1
184	0.311441	0.365628	2.259922	1
185	-0.579103	-2.195909	-2.827304	1
186	1.530824	0.721857	1.224479	1
187	-1.722215	-2.181771	-2.912732	1
188	-0.896475	0.539506	-0.646536	1
189	-0.375150	2.424952	-0.910467	1
190	0.083937	1.701918	-0.620743	1
191	0.732520	2.174182	2.697124	1
192	-2.117559	2.559526	-0.047302	1
193	-1.450534	-0.245185	2.880195	1
194	-0.044291	-1.027490	0.800405	1
195	-1.559126	-2.544820	-2.226722	1
196	-2.231725	-2.088584	-2.167037	1
197	0.845248	-1.908719	-0.925996	1
198	2.380730	-0.156230	1.005346	1
199	-1.966081	-1.846266	-2.754788	1
200	-1.986390	-1.328458	-1.937937	1
201	-2.467785	-2.276185	-0.235327	1
202	-1.761998	-0.814381	0.020504	1
203	1.142369	-2.764127	1.796462	1
204	0.767402	-2.509446	2.241472	1
205	2.525234	-2.633532	-1.338734	1
206	1.837208	1.489558	-1.892874	1
207	-1.743904	-0.777167	-0.092862	1
208	0.709529	-0.786518	-0.224792	1
209	1.484826	-2.779901	-1.485378	1
210	1.280098	2.371241	0.070065	1
211	0.192681	-2.356968	-0.315526	1
212	0.195704	-1.545177	-1.384541	1
213	-0.736295	-2.879573	-1.067525	1
214	-1.731312	-1.035016	-2.281427	1
215	2.343164	0.561555	1.074614	1
216	1.735027	-0.009347	-2.478478	1
